"dormId","ratePlan","date","priceValue","priceCurrency","crawledAt","urlPart"
"352793","132786","2025-10-05","36.00","NZD","1759639819","82862/2025-10-05/1759639819.json"
"352794","132787","2025-10-05","36.00","NZD","1759639819","82862/2025-10-05/1759639819.json"
"352795","132788","2025-10-05","40.00","NZD","1759639819","82862/2025-10-05/1759639819.json"
"406283","132790","2025-10-05","43.00","NZD","1759639819","82862/2025-10-05/1759639819.json"
"406284","132791","2025-10-05","45.00","NZD","1759639819","82862/2025-10-05/1759639819.json"
"934609","780984","2025-10-05","45.00","NZD","1759639819","82862/2025-10-05/1759639819.json"
"352793","132786","2025-10-06","36.00","NZD","1759639819","82862/2025-10-06/1759639819.json"
"352794","132787","2025-10-06","36.00","NZD","1759639819","82862/2025-10-06/1759639819.json"
"352795","132788","2025-10-06","40.00","NZD","1759639819","82862/2025-10-06/1759639819.json"
"406283","132790","2025-10-06","43.00","NZD","1759639819","82862/2025-10-06/1759639819.json"
"406284","132791","2025-10-06","45.00","NZD","1759639819","82862/2025-10-06/1759639819.json"
"934609","780984","2025-10-06","45.00","NZD","1759639819","82862/2025-10-06/1759639819.json"
"934611","780986","2025-10-06","100.00","NZD","1759639819","82862/2025-10-06/1759639819.json"
"352793","132786","2025-10-07","36.00","NZD","1759639819","82862/2025-10-07/1759639819.json"
"352794","132787","2025-10-07","36.00","NZD","1759639819","82862/2025-10-07/1759639819.json"
"352795","132788","2025-10-07","40.00","NZD","1759639819","82862/2025-10-07/1759639819.json"
"406283","132790","2025-10-07","43.00","NZD","1759639819","82862/2025-10-07/1759639819.json"
"406284","132791","2025-10-07","45.00","NZD","1759639819","82862/2025-10-07/1759639819.json"
"934609","780984","2025-10-07","45.00","NZD","1759639819","82862/2025-10-07/1759639819.json"
"934611","780986","2025-10-07","100.00","NZD","1759639819","82862/2025-10-07/1759639819.json"
"352794","132787","2025-10-08","36.00","NZD","1759639819","82862/2025-10-08/1759639819.json"
"352793","132786","2025-10-08","36.00","NZD","1759639819","82862/2025-10-08/1759639819.json"
"352795","132788","2025-10-08","40.00","NZD","1759639819","82862/2025-10-08/1759639819.json"
"406283","132790","2025-10-08","43.00","NZD","1759639819","82862/2025-10-08/1759639819.json"
"406284","132791","2025-10-08","45.00","NZD","1759639819","82862/2025-10-08/1759639819.json"
"934609","780984","2025-10-08","45.00","NZD","1759639819","82862/2025-10-08/1759639819.json"
"934611","780986","2025-10-08","100.00","NZD","1759639819","82862/2025-10-08/1759639819.json"
"352793","132786","2025-10-09","36.00","NZD","1759639819","82862/2025-10-09/1759639819.json"
"352794","132787","2025-10-09","36.00","NZD","1759639819","82862/2025-10-09/1759639819.json"
"352795","132788","2025-10-09","40.00","NZD","1759639819","82862/2025-10-09/1759639819.json"
"406283","132790","2025-10-09","43.00","NZD","1759639819","82862/2025-10-09/1759639819.json"
"406284","132791","2025-10-09","45.00","NZD","1759639819","82862/2025-10-09/1759639819.json"
"934609","780984","2025-10-09","45.00","NZD","1759639819","82862/2025-10-09/1759639819.json"
"934611","780986","2025-10-09","100.00","NZD","1759639819","82862/2025-10-09/1759639819.json"
"352793","132786","2025-10-10","36.00","NZD","1759639819","82862/2025-10-10/1759639819.json"
"352794","132787","2025-10-10","36.00","NZD","1759639819","82862/2025-10-10/1759639819.json"
"352795","132788","2025-10-10","40.00","NZD","1759639819","82862/2025-10-10/1759639819.json"
"406283","132790","2025-10-10","43.00","NZD","1759639819","82862/2025-10-10/1759639819.json"
"406284","132791","2025-10-10","45.00","NZD","1759639819","82862/2025-10-10/1759639819.json"
"934609","780984","2025-10-10","45.00","NZD","1759639819","82862/2025-10-10/1759639819.json"
"934611","780986","2025-10-10","100.00","NZD","1759639819","82862/2025-10-10/1759639819.json"
"352793","132786","2025-10-11","36.00","NZD","1759639819","82862/2025-10-11/1759639819.json"
"352794","132787","2025-10-11","36.00","NZD","1759639819","82862/2025-10-11/1759639819.json"
"352795","132788","2025-10-11","40.00","NZD","1759639819","82862/2025-10-11/1759639819.json"
"406283","132790","2025-10-11","43.00","NZD","1759639819","82862/2025-10-11/1759639819.json"
"406284","132791","2025-10-11","45.00","NZD","1759639819","82862/2025-10-11/1759639819.json"
"934609","780984","2025-10-11","45.00","NZD","1759639819","82862/2025-10-11/1759639819.json"
"934611","780986","2025-10-11","100.00","NZD","1759639819","82862/2025-10-11/1759639819.json"
"352793","132786","2025-10-12","36.00","NZD","1759639819","82862/2025-10-12/1759639819.json"
"352794","132787","2025-10-12","36.00","NZD","1759639819","82862/2025-10-12/1759639819.json"
